,0,1
0,168.50214,283.01535
1,65.810646,123.55409
2,1070.1211,84.958336
3,782.07056,210.20615
4,391.79166,86.09194
5,484.8042,327.76123
6,999.4975,10.907013
,0,1
0,165.60889,282.75977
1,71.404564,123.68738
2,1067.9233,87.68764
3,778.76636,213.8165
4,395.4183,85.9131
5,999.7567,11.489277
6,476.27435,322.16736
7,895.3755,112.5173
,0,1
0,162.58885,282.76978
1,73.62317,123.972015
2,1065.1863,88.36178
3,779.4148,213.92662
4,472.53613,321.4762
5,400.3416,86.30647
6,1001.72217,11.241341
,0,1
0,159.84955,284.8443
1,1063.8657,88.82794
2,779.4949,218.18587
3,78.364746,125.43169
4,404.0255,87.76572
5,1004.3022,11.853077
6,470.6532,322.48547
,0,1
0,155.48312,283.95892
1,86.36504,124.896866
2,1062.6049,90.30119
3,778.5333,221.8953
4,408.44922,88.319855
5,1006.4318,11.549099
6,470.84192,323.64673
,0,1
0,88.11487,125.50896
1,151.66736,282.9969
2,411.86404,88.70623
3,774.48193,224.55487
4,1059.5638,89.27764
5,1006.4336,12.019505
6,462.8911,318.8194
,0,1
0,415.40112,89.09896
1,1057.0718,89.92676
2,771.061,228.83574
3,90.732956,125.363556
4,147.3378,283.93524
5,1008.5653,12.093002
6,458.8048,317.02325
,0,1
0,94.56455,124.02974
1,768.992,231.92097
2,1054.6895,91.22986
3,419.60107,89.93599
4,460.72656,323.11826
5,144.97937,283.27472
6,1009.206,11.657547
,0,1
0,101.076485,124.75464
1,763.677,233.76758
2,139.46507,281.5211
3,457.89682,321.04572
4,1052.6261,91.61563
5,424.43234,90.628365
6,1009.855,12.312851
,0,1
0,104.235565,127.335236
1,759.41187,236.86322
2,135.8333,282.98853
3,428.7133,92.28174
4,1048.7612,91.73889
5,454.76846,315.55884
6,1011.1487,12.913818
,0,1
0,108.52281,128.45589
1,755.0276,237.31403
2,131.38928,281.6357
3,872.54236,121.38742
4,431.9031,92.96043
5,451.75458,316.1812
6,1045.326,90.791245
7,1012.2491,12.988396
,0,1
0,112.295166,127.98883
1,750.5759,237.72375
2,128.31155,281.8779
3,450.90082,318.76706
4,871.1825,123.582184
5,1014.111,13.983894
6,440.21332,94.69983
,0,1
0,745.79785,239.76279
1,124.44962,281.9593
2,867.8852,124.08331
3,1015.07166,14.564339
4,443.02997,95.58106
,0,1
0,742.21484,242.67764
1,123.176254,280.684
2,866.60345,124.78235
3,445.36618,317.631
4,1014.92566,15.170856
5,446.05157,97.09506
,0,1
0,440.15997,313.49887
1,736.84515,246.7807
2,865.164,126.509674
3,121.684006,281.31934
4,451.44464,95.03635
5,1018.1052,15.7035675
6,844.71747,125.47815
,0,1
0,737.04,248.86023
1,437.41568,313.1144
2,862.0463,129.72046
3,455.40198,99.72223
4,117.048096,281.83917
5,1018.1689,16.618576
6,844.0903,125.55463
7,771.55383,25.058739
,0,1
0,732.7336,248.30936
1,435.79166,313.76987
2,860.7962,132.09604
3,110.34189,275.96295
4,460.79892,96.58382
5,1018.8372,17.780212
6,774.3201,25.001865
,0,1
0,730.01184,251.34985
1,1031.0927,91.92064
2,108.40738,278.48755
3,859.9703,133.23154
4,1018.59546,17.591324
5,466.2117,99.304794
6,843.8339,128.14609
7,776.6437,24.378578
,0,1
0,727.06635,251.01508
1,102.28599,277.1076
2,859.8269,134.31757
3,1019.567,18.557045
4,472.2963,99.09139
5,777.4063,24.734634
,0,1
0,432.5522,311.74973
1,727.7947,256.3278
2,97.48992,276.22314
3,1020.2507,18.978798
4,781.74713,23.039673
,0,1
0,93.48968,277.0146
1,856.35876,139.3872
2,1020.5806,20.05693
3,479.97427,98.73636
4,781.45703,25.116154
,0,1
0,90.8284,276.69385
1,159.6228,131.10493
2,1019.9236,21.920479
3,486.10703,98.6373
4,783.5403,24.485954
,0,1
0,164.17953,131.91162
1,87.14673,275.8517
2,1019.8375,23.264011
3,490.6317,101.379456
,0,1
0,83.38511,274.75488
1,169.29822,131.47772
2,853.7803,146.66998
3,493.73874,102.63719
4,1019.76447,24.768326
,0,1
0,81.57949,275.98538
1,173.57281,132.48552
2,420.05634,320.90527
3,495.90076,101.71599
4,1020.4967,25.268265
,0,1
0,78.621765,280.3136
1,177.60806,131.4274
2,419.17352,323.3721
3,1019.9713,26.444077
,0,1
0,74.518745,276.083
1,180.38669,133.4202
2,711.9089,274.8756
3,415.82437,323.31763
4,502.69537,105.477875
5,1019.17194,29.328583
,0,1
0,69.16444,277.10767
1,185.12823,134.38477
2,410.92844,323.0355
3,507.28748,106.64058
,0,1
0,188.59961,136.02388
1,852.82544,159.10562
2,63.769005,276.09833
3,412.34088,330.4261
4,702.15515,281.77054
5,511.52026,108.401184
6,702.78326,285.41455
,0,1
0,192.6912,136.66504
1,61.800125,275.77032
2,517.50323,107.41818
,0,1
0,197.04431,136.35153
1,55.785057,276.96045
2,1015.28296,34.34906
3,692.9851,290.682
4,520.25446,107.51083
5,692.61176,293.59064
,0,1
0,203.28674,136.92247
1,51.933838,277.0702
2,1013.27155,38.089096
3,523.03125,107.68666
,0,1
0,208.91518,137.24887
1,45.81082,278.62183
2,524.69714,106.01645
,0,1
0,213.77942,136.72314
1,43.188866,278.69943
2,393.8128,325.96808
3,527.9007,105.84621
,0,1
0,217.29381,136.00557
1,38.370758,277.51996
2,969.11304,100.44856
3,529.7943,106.11719
4,570.40515,7.1606903
,0,1
0,224.35683,137.0795
1,34.992447,278.05167
2,965.0491,100.56337
3,933.06714,39.592796
,0,1
0,230.3603,134.87091
1,961.6049,98.299576
2,50.204746,274.5172
3,533.1093,105.32794
,0,1
0,235.98964,134.11389
1,956.6112,99.145615
,0,1
0,240.33855,133.91855
1,953.1758,98.337814
,0,1
0,246.47456,132.4271
1,952.2442,99.69556
,0,1
0,251.5834,132.20386
1,944.4363,97.16681
,0,1
0,256.45813,131.59448
1,366.84064,322.6977
2,944.376,97.258575
3,861.5801,132.96732
,0,1
0,261.83505,130.17981
1,815.551,193.27795
2,1010.6981,50.917374
,0,1
0,265.36282,131.03207
1,811.5424,194.4093
2,1010.10034,51.73317
3,360.508,322.1006
4,767.11505,197.6231
,0,1
0,269.08685,132.34708
1,1009.93756,52.727753
2,357.3796,321.98328
3,763.5055,198.01364
,0,1
0,273.13922,131.65614
1,1010.31934,54.04065
2,760.1824,194.25375
3,934.0117,86.207306
,0,1
0,278.91278,130.35086
1,351.5568,319.31866
2,1010.4981,55.970222
,0,1
0,350.9769,322.3313
1,281.7212,131.0592
2,1010.49567,55.68991
3,855.53375,140.55603
4,925.17847,92.71524
,0,1
0,287.00568,131.31802
1,1010.13116,56.541656
2,851.8831,142.6886
3,922.2526,90.58606
,0,1
0,292.04132,130.66225
1,353.4788,333.89868
2,1009.9778,57.987366
3,852.26385,145.34705
,0,1
0,295.649,131.02805
1,1009.14764,60.23709
2,848.60767,146.31248
,0,1
0,299.88785,129.905
1,1009.17737,61.020355
2,846.6734,148.4437
,0,1
0,306.75797,131.10233
1,1009.47986,61.891197
2,31.430838,78.59155
3,843.4979,149.95337
,0,1
0,40.405754,77.96818
1,311.69482,130.606
2,1010.0739,62.19748
3,842.3339,152.83081
4,733.1556,216.2522
,0,1
0,47.418575,76.09889
1,1009.8382,64.843124
2,318.3405,130.81424
3,837.56824,154.12216
4,629.7073,351.5318
5,727.41864,219.3982
,0,1
0,57.00181,77.3033
1,1010.2065,66.27222
2,321.89667,131.95149
3,628.5528,353.66965
4,832.63214,155.37628
5,726.6417,220.20549
,0,1
0,64.91646,75.24063
1,326.42715,132.88043
2,316.4633,311.8982
3,1010.7606,68.80661
4,625.9741,352.89078
5,724.4743,222.05731
6,903.39813,106.80188
,0,1
0,1010.0985,69.82889
1,71.27942,74.4487
2,332.28125,132.18082
3,826.08765,158.47281
4,906.3925,106.09082
5,720.3937,223.64706
6,801.20044,17.404
7,624.7748,354.0018
,0,1
0,78.30301,73.266525
1,1010.6704,71.57985
2,336.3468,132.47156
3,818.58673,157.86179
4,716.02014,226.36139
5,898.1497,106.78548
6,622.87994,355.771
,0,1
0,84.9068,72.45805
1,1011.43536,73.043915
2,339.2638,132.20552
3,817.9528,160.06378
4,895.91675,106.16843
5,708.9743,218.96861
6,619.7288,358.68732
,0,1
0,88.6942,72.49155
1,1012.3472,74.575134
2,814.4284,161.61234
3,705.5049,219.72714
,0,1
0,97.92017,70.01401
1,1012.3009,76.34566
2,349.72076,130.43935
3,809.317,163.12303
4,700.5022,218.74265
5,884.4812,108.23799
6,614.1576,360.54483
,0,1
0,105.96933,71.78441
1,1014.24316,76.949615
2,353.35266,129.96696
3,693.88654,222.25543
4,804.78625,162.56631
5,882.8109,111.35892
,0,1
0,1015.54205,77.39419
1,113.27794,69.77987
2,356.8194,129.69746
3,696.01935,229.49518
4,880.1874,114.3087
5,608.2982,361.3598
6,791.763,19.353157
,0,1
0,1017.1352,78.96542
1,120.37416,71.720764
2,360.4822,129.85948
3,295.92102,317.64496
4,692.1282,232.86737
5,877.03876,114.210495
6,605.8882,360.36716
7,790.9618,19.787392
,0,1
0,127.04669,73.90082
1,1018.24994,80.23263
